Name,Description,Rating,Reviews,Image_links,Timing,All_Review_Links,Address,Spend Up Time,Website,Tags
Gastown Steam Clock,Unique steam-powered clock with whistles,4.4,"12,256 reviews","['https://t2.gstatic.com/images?q=tbn:ANd9GcSqVZkcyZ81dMubuW11FRgq4rPtf6IiKoMXfnPZFa0kOw8s8jmrF0i83ILDqoYCmGIYAB-PiPuQez70gUE1E884Dw', 'https://t3.gstatic.com/images?q=tbn:ANd9GcSoPd5YuxHOUzFY_SYT5Eytp36SDh9LFrezavd6NHYmZVFDwD4SHZqV19bhmOQbrsQ4wcBpTkrzTK04hVh5MRDpmQ', 'https://t1.gstatic.com/images?q=tbn:ANd9GcShxfp4r9qgPL78YwBDQuA3XqF-vbTL0hVgev6cjBx9gIwDabI2DH72HKJdjB_bGGwXjnWL-blWDIaljJozAp7h0Q']","{'Friday': ' Open 24 hours', 'Saturday': ' Open 24 hours', 'Sunday': ' Open 24 hours', 'Monday': ' Open 24 hours', 'Tuesday': ' Open 24 hours', 'Wednesday': ' Open 24 hours', 'Thursday': ' Open 24 hours'}",https://search.google.com/local/reviews?placeid=ChIJ36zlvedzhlQRAFUUd93cPgg,"305 Water St, Vancouver, BC V6B 1B9, Canada",30 min,https://www.tourismvancouver.com/vancouver/neighbourhoods/gastown/,"['All', '', 'steam whistle', 'tune', 'homeless', 'mechanism', 'water vapor', 'horology', 'steampunk', 'quarter of an hour', 'chime']"
Lions Gate Bridge,"The Lions Gate Bridge, opened in 1938 and officially known as the First Narrows Bridge, is a suspension bridge that crosses the first narrows of Burrard Inlet and connects the City of Vancouver, British Columbia, to the North Shore municipalities of the District of North Vancouver, the City of North Vancouver, and West Vancouver. The term ""Lions Gate"" refers to the Lions, a pair of mountain peaks north of Vancouver. Northbound traffic on the bridge heads in their general direction. A pair of cast concrete lions, designed by sculptor Charles Marega, were placed on either side of the south approach to the bridge in January 1939.
The total length of the bridge including the north viaduct is 1,823 metres. The length including approach spans is 1,517.3 metres, the main span alone is 473 metres, the tower height is 111 metres, and it has a ship's clearance of 61 metres. Prospect Point in Stanley Park offered a good high south end to the bridge, but the low flat delta land to the north required construction of the extensive North Viaduct.
The bridge has three reversible lanes, the use of which is indicated by signals. The centre lane changes direction to accommodate for traffic patterns. Wikipedia",4.5,"1,233 reviews","['https://lh6.googleusercontent.com/proxy/3kFN7vTlQaTOd6eOxo04ZhjBEYRCe4uw1nACpIwYEGDzpuCPi9vFYOCpx1SiZ1pCaJDE8-vqfJ-M8IszDvaQqiuRVqhA3df7ecyFxrdgY1nAAmS42kkn9h5mmmjS7_eecRsGdWTUMw5ahCTyD8Ly6-hB3rCQVqUo97aXIVysOaT5=w296-h202-n-k-no', 'https://t2.gstatic.com/images?q=tbn:ANd9GcQcP_M_WfF7W1x3iRCWQB8wS2Y7zteg1WGjWdTBFiRWP6XEW-EfCb5bKbURAecrb-O1qAV7c1f_f8yeWo89pYRGpw', 'https://t0.gstatic.com/images?q=tbn:ANd9GcQmJo3Cuf2TA2nXIP7vHjt_6oSOF1BhfWwBRxL7h4wBi6HkuanS7J6Z6efL8peEDS56vfvZVu_XqHDkTCqX6tdirg']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJ9ftKMeRxhlQR-lad9aThUT4,"Lions Gate Bridge Rd, Vancouver, BC, Canada",,http://www.th.gov.bc.ca/ATIS/lgcws/index.html,"['All', '', 'walk', 'lanes', 'rush hour', 'north', 'ocean', 'landmark', 'cruise ships', 'seawall', 'harbour']"
Vancouver Lookout,Elevated tower for panoramic city views,4.5,"2,297 reviews","['https://t1.gstatic.com/images?q=tbn:ANd9GcTZF4uca_RD3N6_sxeNwAmGteWHkVxulnw-vjeD1coVzdBlhmMxtNwznT7joNhWKGYtSitYxPiWv8x4YW17c5tVWQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcTsDwFvix7dqd-Lx4or5A5y0XkvbZ4vc-aSFhGWZxANewqORHGLTYKDfTCPbn5VA3Xv0STOjqj8JvOSMuUgqkcHng', 'https://t3.gstatic.com/images?q=tbn:ANd9GcShII4xZCDnoX2xFH6ui89Rsb-mErC7ZML9fvP9ZWscNj8y1Eg_uZHYAfWkGjr_pm7cJAC_tHyqoApyyztziFe6FA']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJfe2sYHhxhlQRoXvjMeNv3VA,"555 W Hastings St, Vancouver, BC V6B 4N6, Canada",,http://vancouverlookout.com/,"['All', '', 'night', 'sunset', 'ticket', 'elevator', 'glass', 'lights', 'gift shop', 'revolving restaurant', 'harbor']"
Stawamus Chief,"The Stawamus Chief, officially Stawamus Chief Mountain, is a granitic dome located adjacent to the town of Squamish, British Columbia, Canada. It towers over 700 m above the waters of nearby Howe Sound. It is one of the largest granite monoliths in the world.
The Squamish, indigenous people from this area, consider the Chief to be a place of spiritual significance. The Squamish language name for the mountain is Siám' Smánit, and their traditions say it is a longhouse transformed to stone by Xáays, as the Transformer Brothers are known in this language. The great cleft in the mountain's cliff-face in Squamish legend is a mark of corrosion left by the skin of Sínulhka, a giant two-headed sea serpent.
The mountain gets its name from their village near its foot, Stawamus, as is also the case with the Stawamus River and Stawamus Lake, though the pronunciation of the village name is different than as commonly used in English. Wikipedia",4.8,88 reviews,"['https://t2.gstatic.com/images?q=tbn:ANd9GcQYe-YKDKpJ5rNmmER7V8s9UV2sfvFDAtPxPfpNDr2oAoA9OVzY9D2R9VxgqYFig4bgv42YdmzqoRM30wt00LcE-w', 'https://t2.gstatic.com/images?q=tbn:ANd9GcRD-Bxd29t6TvXSCpPB_wBZU5XweSGHdC6ymeBUiJedT1gjvtHM2US7I_rie1AvDuvViB35rLfiEb1W48x_L-Jq8g', 'https://t1.gstatic.com/images?q=tbn:ANd9GcRzR4zjhHdVOv_G2hMVqgnoPP4fINCeIgugiMW2CARAp4T_Pu9BeCm6HesLnQqSl_T3yckp1rO5GLZsmf5a1_KmHA']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJYe9c1vT3hlQRT1A5W25pDnM,NA,NA,NA,NA
White Pass,"White Pass, also known as the Dead Horse Trail, is a mountain pass through the Boundary Ranges of the Coast Mountains on the border of the U.S. state of Alaska and the province of British Columbia, Canada. It leads from Skagway, Alaska, to the chain of lakes at the headwaters of the Yukon River, Crater Lake, Lake Lindeman, and Bennett Lake. Wikipedia",4.4,16 reviews,"['https://lh3.googleusercontent.com/proxy/VZiAaPyqa6k-K8iY_vQgpuH0-cgUNOIS17lTqKD9ohDAPK2XWDrVuyYigg97XyGGpqX76dKz9cfkIhUaZ7ShGYQ9eAmFj1IyPBHjr7mAZnKBpMA3Mdn35g_Y_EobsSoVBGFQRZmIEKih3C3baEpkuqs13fWgn9_47N4UH01obSqe=w296-h202-n-k-no', 'https://t1.gstatic.com/images?q=tbn:ANd9GcScUoLhlMB95_a1Yi3Xf8QdKId0hp7Q6o_bnuKk8haxEHSTqgK5b_c9kF7hT_pvTiwdjeUzvsCNQNwBByTDITzRCQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcSeTu2hec0CF9GnNnIHOpmt5joDptqiG-liuWUvXrbGghep4K-xaIBsOJSEckObDo_sjS2OUK_OtxOu21hj3mZSsA']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJi7AYLUVSVVERvb9DiPUQy-4,NA,NA,NA,NA
Joffre Lakes Provincial Park,"Joffre Lakes Provincial Park is a class A provincial park located 35 km east of Pemberton in British Columbia, Canada. It was established in 1988.
Three glacier-fed lakes are located in the park: Lower, Middle and Upper Joffre Lakes. The rock flour in the water reflects blue and green waves, and gives the lakes a turquoise colour. Joffre Lakes is a popular destination for hikers in the summer and mountain climbers in the winter due to its scenic lakes, glaciers and challenging peaks. In recent years the park's popularity has increased dramatically, creating controversy due to the volume of litter in the park and drivers parking dangerously on the adjacent provincial highway. Wikipedia",4.8,"1,592 reviews","['https://t2.gstatic.com/images?q=tbn:ANd9GcS3a05gnUdE6W_EAhgdFxO3W5Id8CfpfyQaBDViFSwGeQ9oqTp85KwCi597WlrXfG-7S6PPxQ5A6N7Al-OgdaEqog', 'https://t3.gstatic.com/images?q=tbn:ANd9GcR2nWOadBDN05jJX0UTqFTf8Pq40QIThmveZFPgOF3Nq3MCLZPVBvqMdUdwbpzKu4w8nFzsf1FJZrjkRSbcu_23VA', 'https://t3.gstatic.com/images?q=tbn:ANd9GcR9fOgsW2SI1B1KGKNP_mcENpp-JYlxL4LkVXFJRR48AAAdLKFpvKmKEktPG1s5eD1SuUE1kxwt-Z4QNDz2gaZSzw']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJYbVCiS_PgFQRFQHwcmBmkxI,"Duffey Lake Rd, Mount Currie, BC V0N 2K0, Canada",,http://bcparks.ca/parks/joffre-lakes/,"['All', '', 'beautiful', 'trail', 'glacier', 'waterfall', 'bug spray', 'crowds', 'hiking shoes', 'turquoise', 'outhouses']"
Lighthouse Park | West Vancouver,"Lighthouse Park is a neighbourhood park located in a residential area in West Vancouver. It is a popular tourist attraction for visitors to Vancouver as it is a National Historic Site of Canada. It is a well-maintained park, and is open year-round throughout all four seasons. The park is known for the Point Atkinson Lighthouse, located at the southernmost tip of the peninsula. The park is made up of 75 hectares of mostly virgin rainforest, and was founded in 1792. The District of West Vancouver maintains and operates the park and permits visitors from 7:00 a.m. to 10:00 p.m. Visitors to this park can enjoy the various beginner level hiking trails, as well as bring their dogs for a walk or have lunch along the rocks of the beach near the Lighthouse. There are various picnic benches scattered throughout the trails of the park, yet none near the beach and the lighthouse itself. Wikipedia",4.7,"2,873 reviews","['https://t3.gstatic.com/images?q=tbn:ANd9GcS4zOI5UHM37hCBOF5Kg2bUqnLXYstHiAjcyIYLmCtdK1tXM7YNFUSTXXiO27xxh7VUCnVC8_rd5UzyahmP3jvcvQ', 'https://t0.gstatic.com/images?q=tbn:ANd9GcRunOmcQwt-8Y3f0X6-SRVgUBLDuExIdBdtXroRhHWyBFNOV9ZRVYdeWavPZLPrlP2NSMTr4vTSy1nhmzAaHTDVXw', 'https://t1.gstatic.com/images?q=tbn:ANd9GcSuRvbizDMs2eC4oVC1dEMJDq8EqDIaVm3ZWumLNVt6o-iHoMvQlcLsiOFv1i3XFUxJMRc0oDFjcGrquNcbaeGgMg']","{'Friday': ' 06:30 – 22:00', 'Saturday': ' 06:30 – 22:00', 'Sunday': ' 06:30 – 22:00', 'Monday': ' 06:30 – 22:00', 'Tuesday': ' 06:30 – 22:00', 'Wednesday': ' 06:30 – 22:00', 'Thursday': ' 06:30 – 22:00'}",https://search.google.com/local/reviews?placeid=ChIJIUj0JVRshlQRhB-coT_zlFE,NA,NA,NA,NA
Spotted Lake,"Spotted Lake is a saline endorheic alkali lake located northwest of Osoyoos in the eastern Similkameen Valley of British Columbia, Canada, accessed via Highway 3. Wikipedia",3.8,85 reviews,"['https://t1.gstatic.com/images?q=tbn:ANd9GcTRLOyRMJ6NpTrqEQzjs6Kfn31nml0vukG0zyyAmbss8Me63bl75MtmlVBiC34C7Q5uSseCmRf9gvdWdzN2NLdyBw', 'https://t3.gstatic.com/images?q=tbn:ANd9GcQNAITJkNHJcWZHfzwxLGwyAWzEmkfKHgrInLgwHgzYuKpU_wzV1Y5ZlIqfPDffbughlZAGxcfLyMb86jhtom5iOw', 'https://t3.gstatic.com/images?q=tbn:ANd9GcR39GNmKqRUKdqgnQVnlIAsStT-N6RKZOKLpzvMcHI8hqofHHVrU7Ap4nkmg3lc6lNNLQBLgGjJ9MGCR4gB7quh-A']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJL1Cb_hLDglQRlVKjJzZckFs,573 m,,#,"['All', '', 'minerals', 'calcium', 'evaporate', 'colour', 'summer', 'silver', 'sacred', 'circles', 'august']"
Great Bear Rainforest,"The Great Bear Rainforest is a temperate rain forest on the Pacific coast of British Columbia, Canada comprising 6.4 million hectares. It is part of the larger Pacific temperate rainforest ecoregion, which is the largest coastal temperate rainforest in the world.
The Great Bear Rainforest was officially recognized by the Government of British Columbia in February 2016, when it announced an agreement to permanently protect 85% of the old-growth forested area from industrial logging. The forest was admitted to the Queen's Commonwealth Canopy in September of the same year. Wikipedia",4.5,29 reviews,"['https://t3.gstatic.com/images?q=tbn:ANd9GcRnIaPjAPJC1313RAyX_twchRWOSPj2Sw_t1jGHM4Y2BvDct5NEiAXqIXcUfuFKthrrKYHSLyp0NUHgx_IUKbA92A', 'https://t1.gstatic.com/images?q=tbn:ANd9GcQUT0m0gD2rU55I5xxQLC4LJpAv9ccNfJZxJC4Toy0HomzmCKlylQetwBSsLyanMdliJoaDFE-wOI2iBE2aCIZnnw', 'https://t2.gstatic.com/images?q=tbn:ANd9GcQozHOq7PgZ1-8NVAmansl9gn8TUZpBwpiHp-jP7wltBtUXPYLn0MNFU9l7c84pc4Q2WSIxS_LGYvSZ0970kHZQVQ']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJX86IhvQuclQR02fBiZCb7Y8,NA,NA,NA,NA
Little Qualicum Falls Provincial Park,"Little Qualicum Falls Provincial Park is a provincial park in British Columbia, Canada, on central Vancouver Island, that encompasses the entire southern shore of Cameron Lake. Wikipedia",4.7,421 reviews,"['https://t1.gstatic.com/images?q=tbn:ANd9GcTFUJ0KTczFkddf3eXBKRI-UR9x5FewvfvUS6ZL6inFEtSmIXpjYjkObl0SM_Rp-tIIbxw3o78nj21dkkyL_exbeQ', 'https://t0.gstatic.com/images?q=tbn:ANd9GcSAz8E7WtRdBdI0GzJAPFjHezXGBi_wrrMFWjpc6cau-3sYE38ECiKycWaCuiUYIcmRjI-B40HyQ1_AKpKtxj-bsQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcR-rYlia8UG8zFSGIVGNAr8r3ldBNme7PHacVWPC1LfNDoZEZYJ83-A_EM-p5yq5iKmhxPaA5liK96wuPmQGfuZ0w']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJT_QI94GLiFQRmbNRkO89T2M,"4001 Alberni Hwy, Qualicum Beach, BC B9K 1X7, Canada",,http://www.env.gov.bc.ca/bcparks/explore/parkpgs/little_qualicum_falls/,"['All', '', 'beautiful', 'hike', 'trails', 'waterfalls', 'stairs', 'accessible', 'forest', 'sound', 'canyon']"
Englishman River Falls Provincial Park,"Englishman River Falls Provincial Park is a provincial park in British Columbia, Canada. It is located west of Parksville and borders the small community of Errington on Vancouver Island. Wikipedia",4.8,"1,141 reviews","['https://lh3.googleusercontent.com/proxy/Op6BouxNNeyntWx_wFlAcXuUT_Wa6k-zxLhCA9OpMHJewaCqHcYOdcKKaJrd3AkPYv6AARSBsHb_Fk3mYHM6tgm2HJjms6fD2wmXFMPxXYDup-BuxI7hbv7hKEFvt6r3TipAvWN_vKWuD5K35zQtyfJnwcR-5a6Th5UrWivBFCoO=w296-h202-n-k-no', 'https://t1.gstatic.com/images?q=tbn:ANd9GcQd79N2CUD2QVGwp8jUDCMvZBsgxsoJd_r-eOTA51omrbAj7uVx4_C4NL78YPFvSA8ilXErbOaAMZhAO882D-g1ng', 'https://t3.gstatic.com/images?q=tbn:ANd9GcT8UjaprnuSY5MA1va6LNbjT8ZVd2fv_-lLv-ifUuj6MYhgxHFB2kU_PcRoRxhRoB-rL0No3QgUi2xB7UCKykmrIQ']","{'Friday': ' 07:00 – 23:00', 'Saturday': ' 07:00 – 23:00', 'Sunday': ' 07:00 – 23:00', 'Monday': ' Closed', 'Tuesday': ' Closed', 'Wednesday': ' 07:00 – 23:00', 'Thursday': ' 07:00 – 23:00'}",https://search.google.com/local/reviews?placeid=ChIJr43bZJyRiFQR3rHDAkObV4I,"2245 Errington Rd, Errington, BC V0R 1V0, Canada",1 hour,http://www.env.gov.bc.ca/bcparks/explore/parkpgs/englishman_rv/,"['All', '', 'beautiful', 'trails', 'hike', 'campground', 'bridge', 'scenery', 'swimming hole', 'gorge', 'freezing']"
Strathcona Provincial Park,"Strathcona Provincial Park is the oldest provincial park in British Columbia, Canada, and the largest on Vancouver Island. Founded in 1911, the park was named for Donald Alexander Smith, 1st Baron Strathcona and Mount Royal, a wealthy philanthropist and railway pioneer. It lies within the Strathcona Regional District. The Clayoquot Sound Biosphere Reserve, established in 2000, includes three watersheds in the western area of the park. Wikipedia",4.8,36 reviews,"['https://t1.gstatic.com/images?q=tbn:ANd9GcSek02mwzwjSWQfXcLBsz4nM1vFZ324JaXE8uHC8jbJfimwTzF_zhgj1heimGahQgBdAmbH7Woq6hlw3bx-3aArWA', 'https://t2.gstatic.com/images?q=tbn:ANd9GcSoW-43UkgyDR9k9-9WESNN98yv-HqwXD0qRjNsK-EmfNkAlJ3cOpJdZGtwAdg5yiQlipEOBlJbQCu30a4BrYUC2A', 'https://t2.gstatic.com/images?q=tbn:ANd9GcSOwSawU2VwHiFs5_uAcMWUVrVXGXpFvLUgKuSuC5jCgD-uErki0xpMeCDK_WXS8Y5VrN0SJreM8tvmY9pAayFstg']","{'Friday': ' 09:00 – 18:00', 'Saturday': ' 09:00 – 18:00', 'Sunday': ' 09:00 – 18:00', 'Monday': ' 09:00 – 18:00', 'Tuesday': ' 09:00 – 18:00', 'Wednesday': ' 09:00 – 18:00', 'Thursday': ' 09:00 – 18:00'}",https://search.google.com/local/reviews?placeid=ChIJXc2JPMWbYlQRezRHevKE-Rc,NA,NA,NA,NA
Playland at the PNE,"Playland is an amusement park in Vancouver, British Columbia, Canada. It is located in Hastings Park and is the oldest amusement park in Canada.
The regular season lasts from May to the end of September every year. The park reopens for Fright Nights from mid October to the Halloween weekend. Playland usually adds a new ride every year and the park is always near capacity during the Fair. For the 2015 season, the park added Canada's most extreme pendulum ride, The Beast.
Playland and its renting partner Pacific National Exhibition collectively host an annual fair for the residents of Metro Vancouver. Talent shows, Animal Races, Demolition Derbies, Monster Trucks, agricultural demonstrations, and many foods/snacks are a few of the many interesting events found at the fair. During this time, rides are brought in from West Coast Amusements nearly doubling the number of rides. Wikipedia",4.2,"5,280 reviews","['https://lh5.googleusercontent.com/proxy/iA5aWK8Ym8nwfsd1ezgByt43x51WjYEV5GMPzl3xtPbGbHX62TDyZ8UoP9lSj8JRNRm3PJTO1IGBC1o-gjmjlVHFlp39mvs6urbQO7iqF_Vttakq0CfKNng0_yxPycwG8zs7I4BaWkiXOwm1adATwIzihkBaRuJYJxZOvt4QW-XE=w296-h202-n-k-no', 'https://t1.gstatic.com/images?q=tbn:ANd9GcQoQZPJ5Ljb85wQ24TYqhvFBXSo9gZvPLIDVT-yGsST70P4GUjBmm9T2qKfVkabK74eecu_wae5OCYNhT9myYLh8w', 'https://t0.gstatic.com/images?q=tbn:ANd9GcREeHjNx_bu_Zt8ifhw7oyMVe67ltbN_6bPejrEz5X_cFN_lW8JwF--mF6tMvFOPvL_28ujRouq9_Korwy1iGVR7Q', 'https://lh5.googleusercontent.com/p/AF1QipP2PRiC5BgZZAJLbqN7S1dyQbk4ELdjGEuQNyvu=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOUT4Ty_4sZdOq28OFr0yMuuwFBW0KHW7Gb7RGR=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJm1iznN5whlQRaE-axeldswo,"2901 E Hastings St, Vancouver, BC V5K 5J1, Canada",,https://www.pne.ca/,"['All', '', 'fair', 'wooden roller coaster', 'haunted houses', 'concerts', 'donuts', 'corkscrew', 'fright night', 'jousting', 'dog show']"
Mount Revelstoke National Park,"Mount Revelstoke National Park is located adjacent to the city of Revelstoke, British Columbia, Canada. The park is relatively small for a national park, covering 260 km². It is located in the Selkirk Mountains and was founded in 1914. Approximately 600,000 visitors enter Mount Revelstoke and nearby Glacier National Park each year. Wikipedia",4.7,896 reviews,"['https://t0.gstatic.com/images?q=tbn:ANd9GcQPe8fT6eeg-kI1XHxq12kWvv8lmtaktE5VJUbdg7YbQi_SLlxAEXjfEMZjXlEhaRcn1JYsx31Ow_BaWiqZqoNsWg', 'https://t0.gstatic.com/images?q=tbn:ANd9GcSs9qyvIbtkKF68tVYsNaPASdUG9MB2fxyISaQ7pQ5NI1ePBXMFdsukRLl1EyyrvCteL2laaf9-0k7scUXZhbr8MA', 'https://t1.gstatic.com/images?q=tbn:ANd9GcTv8dixuK5gGv1NsWp6kXz1PxzOMf5mOnN_nUBf9z6o6CuGCY0Jgos_mn9nHKfthyw3XCqtYWgtTPBMMAbIw6FI7A']","{'Friday': ' 09:00 – 17:00', 'Saturday': ' 09:00 – 17:00', 'Sunday': ' 09:00 – 17:00', 'Monday': ' 09:00 – 17:00', 'Tuesday': ' 09:00 – 17:00', 'Wednesday': ' 09:00 – 17:00', 'Thursday': ' 09:00 – 17:00'}",https://search.google.com/local/reviews?placeid=ChIJyaLFSj48eVMRc4lvx8rhwJ0,"Meadows in the Sky Pkwy, Revelstoke, BC V0E 2S0, Canada",,https://www.pc.gc.ca/en/pn-np/bc/revelstoke,"['All', '', 'hike', 'trails', 'snow', 'summit', 'driving', 'wildflowers', 'bear', 'meadow', 'july']"
Fernie Alpine Resort,"Fernie Alpine is a ski resort in 5339 Ski Hill Road, Fernie, V0B 1M6, British Columbia, Canada. Wikipedia",4.6,"1,059 reviews","['https://t2.gstatic.com/images?q=tbn:ANd9GcRGL4pWKbTOkEPtLUsgoYV921HFKLT63lZXgLUC3PnpdzV5PTCfHVmHlco03bTxOlQpHWFR-IDJByFU4ISWVYjIpg', 'https://t1.gstatic.com/images?q=tbn:ANd9GcRJAvj5Try0bl4v58FuSt0cHWiKK5mpNB4ItLSnm9qrEr7aK0wcIDYvFYG4pzqerdQQlaOv7uMWdPyrK_-duH7gaw', 'https://t1.gstatic.com/images?q=tbn:ANd9GcRPMxiAkSjj2aPL-LSeyQlLi47jl7ZYCFS3dSGcJC4i8ErLHlWNWQja4DM5bYS7Qkq3HHTscqlA20IvqGs-mQ-kUg']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJ0c93_4trZVMRnDUMJsHi30s,"5339 Fernie Ski Hill Rd, Fernie, BC V0B 1M6, Canada",,http://www.skifernie.com/,"['All', '', 'lift', 'the hill', 'trails', 'pow', 'town', 'mountain biking', 'chair', 'bowls', 'rain']"
Canada Line - SkyTrain,"SkyTrain is a light rapid transit system in the Metro Vancouver Regional District, serving Vancouver, British Columbia, Canada, and surrounding municipalities. SkyTrain has 79.6 km of track and uses fully automated trains on grade-separated tracks running on underground and elevated guideways, allowing SkyTrain to hold consistently high on-time reliability. The name ""SkyTrain"" was coined for the system during Expo 86 because the first line principally runs on elevated guideway outside of Downtown Vancouver, providing panoramic views of the metropolitan area. SkyTrain uses the world's second-longest cable-supported transit-only bridge, known as SkyBridge, to cross the Fraser River.
With the opening of the Evergreen Extension on December 2, 2016, SkyTrain became the longest rapid transit system in Canada and the longest fully automated driverless system in the world. The total lengths of the automated lines of the Singapore MRT and Kuala Lumpur Rapid KL have since surpassed those of SkyTrain.
SkyTrain currently has 53 stations serving three lines: Expo, Millennium, and Canada Line. Wikipedia",0.0,0,"['https://t2.gstatic.com/images?q=tbn:ANd9GcQ_DHvccU2sGewFzSmvh4CDgUuWJb5YSet1GCE4JCzISvxPoD3G0bId0PICidKta5ilU2yY3lhcvY9jtzz8dVrXRw', 'https://lh4.googleusercontent.com/proxy/UUxPY0xMgtB13PlV9jUAuWuG1cOmIiiC2DVZA7xyU9pXWSu1znr5f4kSuHNEV7A-a4GSYdtVJkL0_qefn5E7RkXxLe_DJyuNx2iCXJcdTeRXdfhz8nHqcgjIXo2I5-M05L23Jj-A8b7jPK1OcSGlscDCAX1l-UeLTsg=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP4h9CheT7iqqWGqbUyTXr3F0u-NrpSjKYvW2_C=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://www.google.com/search?q=Vancouver&stick=H4sIAAAAAAAAAONgFuLQz9U3MDTNKlICsyryso20FLOTrfRz8pMTSzLz8-AMq8SSkqLEZBCzGAB4IwUIOQAAAA#fpstate=trskp&trifp=kpq%253DVancouver%2526skpm%253D/m/0xnk2%2526t%253Dd,NA,NA,NA,NA
Goldstream Provincial Park,"Goldstream Provincial Park is a provincial park in British Columbia, Canada. It is known for the annual fall salmon runs in the Goldstream River, and the large numbers of bald eagles that congregate to feed at that time. The total size of the park is 3.79 km². It is located in the city of Langford. Recreational fishing is only accessible to indigenous cultures, and not local non-indigenous residents.
Huge trees stand on the Goldstream River floodplain. Among them are Douglas-fir and western red cedar up to 600 years old. They tower over substantial specimens of western hemlock, black cottonwood, bigleaf maple and red alder, which in turn shade western yew. Steep ridges—home to arbutus, western flowering dogwood and lodgepole pine—overlook the floodplain. Many wildflowers are seen during spring and summer.
Goldstream Park has several hiking trails, one of which offers access to Mount Finlayson. Wikipedia",4.7,"2,208 reviews","['https://t3.gstatic.com/images?q=tbn:ANd9GcTk4Jd57ibvaFfeQJCAkeVlheF7STxAmuuVETeDrXlCbV9M2U52IjGSiNWCHH2QHa78CEBBcAf_cAw8RFUEiZ2Xbg', 'https://t0.gstatic.com/images?q=tbn:ANd9GcSwceLU23r2qo6p8MysQIFtGK86Pf1hrhy5F8T794WsqCnTwuCTi__pFDpQf813so8OvgpIn0O9UsU21q5gH7uUyw', 'https://t0.gstatic.com/images?q=tbn:ANd9GcQNtYUrN3VUyBusaDXtqx3EuBAhgnPDZTJBvY-dl7pqoGwG4vZi_5GxEk86q9WUd1aPuNyTb33O9VeMTaCbCOdMkQ']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJeYIOLJESj1QRkq_IaIhenjo,"Langford, BC, Canada",,http://www.env.gov.bc.ca/bcparks/explore/parkpgs/goldstream/,"['All', '', 'waterfall', 'salmon run', 'trestle', 'highway', 'november', 'spawning', 'fire pits', 'old growth', 'train tracks']"
Desolation Sound,"Desolation Sound is a deep water sound at the northern end of the Salish Sea and of the Sunshine Coast in British Columbia, Canada. Wikipedia",4.5,13 reviews,"['https://t3.gstatic.com/images?q=tbn:ANd9GcRIMhZV6xwJk7QHyJjok9No7y6RX3ZNy_3yYL7egQo0TsqyCKhjmx4oOjbrYjknKUKITjkvzxhQF48i6VELiQ77jA', 'https://t0.gstatic.com/images?q=tbn:ANd9GcRMGcQz6z7b6VeQfUbsreUv-cclEjoG4UMEdsP6eBk0Gjc7k1xYRkqwncXu9GirlE2YygEEdwr-B9J2XdFw6xAzug', 'https://t0.gstatic.com/images?q=tbn:ANd9GcSYSbWi_0Ils6Moj8ui80MVheJhmgwsi_DJRdLmFZqg35MzH-lFTS4Kqiq7i1x2XgI--yEOHhxbkbXnXnV9s83Jpw']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJj8bm7bD_h1QRX5ANuEvr6MQ,NA,NA,NA,NA
